"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj","definition"
"GO:0010648",0.00179293188264587,0.998542505815217,383,1334,"negative regulation of cell communication","BP",0.00682230630105824,"Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."
"GO:0010171",0.00179968625898895,0.999319440681957,23,50,"body morphogenesis","BP",0.00682619851737528,"The process in which the anatomical structures of the soma are generated and organized."
"GO:0002753",0.00180906176625067,0.99895109083298,60,168,"cytoplasmic pattern recognition receptor signaling pathway","BP",0.0068399763923954,"The series of molecular signals initiated by the binding of a ligand from another organism to a cytoplasmic pattern recognition receptor (PRR). PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."
"GO:0045059",0.00183602502856634,0.999716550378338,9,14,"positive thymic T cell selection","BP",0.00689884184503987,"The process of sparing immature T cells in the thymus which react with self-MHC protein complexes with low affinity levels from apoptotic death."
"GO:0042221",0.00183621567160171,0.998408121393554,885,3299,"response to chemical","BP",0.00689884184503987,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."
"GO:0051094",0.00188169073414868,0.998481371153279,354,1219,"positive regulation of developmental process","BP",0.00704105298480031,"Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"GO:0044093",0.00188589076587011,0.998521849031768,271,928,"positive regulation of molecular function","BP",0.00704105298480031,"Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."
"GO:0044089",0.00196595910566283,0.998577787976903,155,494,"positive regulation of cellular component biogenesis","BP",0.00730481976037276,"Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."
"GO:2000516",0.00197134568104894,0.999277472544105,21,47,"positive regulation of CD4-positive, alpha-beta T cell activation","BP",0.00730481976037276,NA
"GO:0071944",0.00197493867576828,0.998249721550316,1452,5457,"cell periphery","CC",0.00730481976037276,"The broad region around and including the plasma membrane of a cell, encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."
"GO:0098772",0.00198460577605088,0.998335586080515,530,1922,"molecular function regulator activity","MF",0.00731784978104209,"A molecular function regulator regulates the activity of its target via non-covalent binding that does not result in covalent modification to the target. Examples of molecular function regulators include regulatory subunits of multimeric enzymes and channels. Mechanisms of regulation include allosteric changes in the target and competitive inhibition."
"GO:0043068",0.00201089237183735,0.998535387862901,159,523,"positive regulation of programmed cell death","BP",0.0073918914038836,"Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."
"GO:2001242",0.00203175338805872,0.998814829321946,59,172,"regulation of intrinsic apoptotic signaling pathway","BP",0.0074455947236244,NA
"GO:0002573",0.00207763384686662,0.998706583435945,75,221,"myeloid leukocyte differentiation","BP",0.00759037396201883,"The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."
"GO:0008150",0.00213709397898734,0.998294928763533,3909,15486,"biological_process","BP",0.00778372761154103,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence."
"GO:0005575",0.00216089610641556,0.998478377784203,4071,16198,"cellular_component","CC",0.00784642458152724,"A location, relative to cellular compartments and structures, occupied by a macromolecular machine. There are three types of cellular components described in the gene ontology: (1) the cellular anatomical entity where a gene product carries out a molecular function (e.g., plasma membrane, cytoskeleton) or membrane-enclosed compartments (e.g., mitochondrion); (2) virion components, where viral proteins act, and (3) the stable macromolecular complexes of which gene product are parts (e.g., the clathrin complex)."
"GO:0042102",0.00218199505389849,0.998928435328368,36,95,"positive regulation of T cell proliferation","BP",0.0078869003245217,"Any process that activates or increases the rate or extent of T cell proliferation."
"GO:0034976",0.00218528724357024,0.998584692127991,87,263,"response to endoplasmic reticulum stress","BP",0.0078869003245217,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."
"GO:2000316",0.00229039694420478,0.999268034817042,17,35,"regulation of T-helper 17 type immune response","BP",0.00824127722219909,NA
"GO:0001772",0.00231240192111386,0.999139602192961,21,47,"immunological synapse","CC",0.0082953936386946,"An area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell formed through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and the target cell and facilitating activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction."
"GO:1903573",0.00232856128436816,0.999160268456959,20,44,"negative regulation of response to endoplasmic reticulum stress","BP",0.00832827774679422,NA
"GO:0042129",0.00244586307234422,0.998574708234106,57,165,"regulation of T cell proliferation","BP",0.00872162550647295,"Any process that modulates the frequency, rate or extent of T cell proliferation."
"GO:0033993",0.00252241877064218,0.998035623983572,243,828,"response to lipid","BP",0.00896776345025324,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."
"GO:0031665",0.00257504091105801,0.999713327827401,7,10,"negative regulation of lipopolysaccharide-mediated signaling pathway","BP",0.0091276003722324,"Any process that stops, prevents, or reduces the frequency, rate or extent of signaling in response to detection of lipopolysaccharide."
"GO:0009057",0.00274118339198694,0.997749200433604,389,1373,"macromolecule catabolic process","BP",0.00968768373844641,"The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
"GO:2001244",0.0027860177631823,0.998843366762069,24,59,"positive regulation of intrinsic apoptotic signaling pathway","BP",0.00981700341997076,NA
